voice_file,wav_path,duration_sec,reason,text
MAY_0697.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0697.wav,13.184,too_long,あのね、オカリが思いついてクリスチャンができるって言って、ダルくんはお手伝い中で、マユシーはオカリと買い出しなんだよ。
MAY_0711.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0711.wav,12.715,too_long,頭の良くなる芳香剤なんだって。アキバ王で買ってきたってオカリが言ってた。あれっていつの頃だったっけ。
MAY_0740.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0740.wav,0.629,too_short,ほう。
MAY_0756.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0756.wav,15.752,too_long,新作は無理だけどね。去年作ったブラ中 のセーラ覚醒コバージョンコスがあるんだ。たぶんね、サイズはクリスチャンにちょうど合うと思うし。
MAY_0759.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0759.wav,15.088,too_long,あー、あやメインなんだ。あそこの制服元々かわいいもんね。でもクリスチャンの改造センスはね、すごくいいかも。
MAY_0780.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0780.wav,16.304,too_long,ダルくんでしょう?クリスちゃんでしょ?ルカちゃんでしょ?鈴さん、舞香さん、フェリスちゃん、店長さん、なえちゃん、他にも他にも。
MAY_0787.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0787.wav,0.544,too_short,あっ。
MAY_0790.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0790.wav,0.875,too_short,はあ。
MAY_0806.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0806.wav,15.232,too_long,新作は無理だけどね。去年作ったブラチューのセーラー覚醒後バージョンコスがあるんだ。多分ね、サイズはクリスチャンにちょうど合うと思うし。
MAY_0809.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0809.wav,15.312,too_long,あーあやメインなんだ。あそこの制服もともとかわいいもんね。でもクリスちゃんの改造センスはねすごくいいかも。
MAY_0832.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0832.wav,0.736,too_short,え。
MAY_0869.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0869.wav,0.808,too_short,うん。
MAY_0878.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0878.wav,0.536,too_short,え。
MAY_0879.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0879.wav,0.792,too_short,ああ。
MAY_0882.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0882.wav,0.544,too_short,ああ!
MAY_0917.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0917.wav,14.344,too_long,どうでもよくないよ。それにタイムマシンを直すのに時間かかるんでしょう。だったらその間、まゆしいはすずさんのお父さんを探そうかなと思って。
MAY_0918.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0918.wav,0.840,too_short,どう?
MAY_0921.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0921.wav,12.376,too_long,あのね、すずさんがここに来たのはね、使命とかもあるけど、やっぱりお父さんに会いたかったからかなって思って。
MAY_0934.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0934.wav,13.664,too_long,先日誘拐事件が起きました。このピンバッジをつけた犯人を探してます。ご協力よろしくお願いいたします。
MAY_0948.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0948.wav,12.192,too_long,重力うんたらかんたら装置の座標がちょっとでもずれるとね、タイムマシンごとゼリーまんになっちゃってプルンプルンかなんだそうです。
MAY_0952.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0952.wav,13.952,too_long,決まってるよ。すずさんの手をぎゅって握ってね。大丈夫、まゆしが一緒だから大丈夫だよって応援してあげるの。
MAY_0966.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0966.wav,12.312,too_long,重力うんたらかんたら装置の座標がちょっとでもずれるとね、タイムマシンごとゼリーマンになっちゃってプルンプルン化なんだそうです。
MAY_0970.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0970.wav,13.464,too_long,決まってるよ。すずさんの手をぎゅって握ってね。大丈夫。まゆしいが一緒だから大丈夫だよって応援してあげるの。
MAY_0988.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0988.wav,0.784,too_short,うん、あ。
MAY_0998.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_0998.wav,12.600,too_long,でね、鈴さんから聞いた未来の話にはオカリとクリスチャンの話は出てくるけど、ダルくんの話はちっとも出てこなかったでしょ?
MAY_1000.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1000.wav,15.528,too_long,でもね、だるくんはスーパーハッカーだし、おかりんの右腕だし、電話レンジちゃんだって、おかりんとだるくんの二人で作ったんだから、名前が出てこなくちゃおかしいと思うの。
MAY_1010.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1010.wav,13.488,too_long,あとね、タイムマシンの名前、F G二〇四なんとかかんとかっていうんだけど、えっと、なんだっけ。
MAY_1053.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1053.wav,0.592,too_short,うん。
MAY_1079.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1079.wav,0.976,too_short,ラブ。
MAY_1100.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1100.wav,15.824,too_long,マユシーにも話してほしいな。ね、それでね、ルカちゃんに謝りに行こ。仲直りしにいこ。マユシーも一緒に行くから。
MAY_1116.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1116.wav,12.960,too_long,えっそうなのあー良かったー。おかりんが謝らないって言い出したらね、まゆしーはおかりんと絶交するつもりだったんだ。
MAY_1192.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1192.wav,14.432,too_long,あ、それともルカちゃんは自分だけのものって思ってるのかな?でもね、独り占めはダメだよ。まゆしいだってルカちゃんにキュンキュンしたいよ。
MAY_1199.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1199.wav,0.824,too_short,うん。
MAY_1217.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1217.wav,12.704,too_long,今日と比べるとね二日目はそんなに多くないよ。午後から来れば快適そのものなんだから。人気のある同人誌なんかは売り切れちゃうけどね。
MAY_1232.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1232.wav,0.848,too_short,うん。
MAY_1235.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1235.wav,12.896,too_long,そしたらルカくんはワールドワイドなスーパースターなの。で、まゆしいはそれを見て遠いところに行っちゃったなって思いをはせるのです。
MAY_1250.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1250.wav,0.832,too_short,あ。
MAY_1251.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1251.wav,0.560,too_short,うん。
MAY_1257.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1257.wav,0.829,too_short,オカリ。
MAY_1261.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1261.wav,14.592,too_long,例えば、ええと、機関には幹部が四人いて、それぞれゲプトスダチと声優とジャコウだけ。
MAY_1265.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1265.wav,12.322,too_long,ねえ、御仮り。あのね、マユシのこと重に感じてたら言ってね。
MAY_1272.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1272.wav,15.904,too_long,まるで本当のことみたいですごく痛くてすごく悲しくて誰か助けてって一生懸命声を出そうとするけど出せなくて。
MAY_1277.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1277.wav,15.888,too_long,オカリナはマユシを抱きしめてとっても悲しそうな顔をしてた。泣いちゃいそうだけど絶対に泣かなくてね。でも一生懸命我慢してるのがわかるの。
MAY_1278.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1278.wav,12.320,too_long,だからマユシも悲しくなってごめんねごめんねって言うけどやっぱり声は届かなくて。
MAY_1295.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1295.wav,15.328,too_long,学校が終わってラボに行くとね、オカリナいないの。でね、お部屋の片付けしたり可愛い小物飾り付けたりしてるうちに、オカリナが少し遅れてやってきて。
MAY_1300.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1300.wav,13.728,too_long,二人で並んでソファに座って、オカリナはラボの作戦計画書みたいなのを書いてて、マユシは漫画読んだりゲームしたりして。
MAY_1319.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1319.wav,0.960,too_short,うわ。
MAY_1327.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1327.wav,0.992,too_short,うん。
MAY_1349.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1349.wav,0.976,too_short,あ。
MAY_1358.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1358.wav,0.688,too_short,わあ。
MAY_1371.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1371.wav,0.864,too_short,うん。
MAY_1379.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1379.wav,0.864,too_short,えへへ。
MAY_1405.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1405.wav,0.620,too_short,うわ。
MAY_1431.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1431.wav,0.896,too_short,うわっ。
MAY_1490.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1490.wav,13.152,too_long,あの発表会の会場でね、落としちゃったの。探したけど見つからなくて諦めてたんだけど、このおじさんが持ってたんだ。
MAY_1523.OGG,/home/steinsgate/projects/mayuri_voice/data/raw/wav/MAY_1523.wav,16.592,too_long,岡部椎名橋田それと漆原フェリスここまではわかるんだけどねその他の M と K と A って誰のことなの。
